Drug_targetID,UniProt_ID,DrugBank_ID
DT1041,P25021, DB00751
DT1042,P25021, DB00768
DT1043,P25021, DB00797
DT1044,P25021, DB00863
DT1045,P25021, DB00927
DT1046,P25021, DB00940
DT1047,P25021, DB00972
DT1048,P25021, DB01069
DT1049,P25021, DB01142
DT1050,P25021, DB01238
DT1051,P25021, DB05369
DT1052,P25021, DB05381
DT1053,P25021, DB06216
DT1054,P25021, DB08805
DT1055,P25021, DB08806
DT1056,P25021, DB09185
DT1057,P25021, DB13760
DT1058,P06746,DB00987
DT1059,P06746, DB01592
DT1060,P06746, DB03222
DT1061,P06746, DB07479
DT1062,P06746, DB14488
DT1063,P06746, DB14489
DT1064,P06746, DB14490
DT1065,P06746, DB14491
DT1066,P06746, DB14501
DT1067,P06149,DB00756
DT1068,P06149, DB03147
DT1069,P07741,DB00173
DT1070,P07741, DB01632
DT1071,P07741, DB03506
DT1072,P07741, DB04272
DT1073,P06864,DB00581
DT1074,Q16647,DB00812
DT1075,Q16647, DB01240
DT1076,Q16647, DB08675
DT1077,Q05940,DB00182
DT1078,Q05940, DB00206
DT1079,Q05940, DB00368
DT1080,Q05940, DB00502
DT1081,Q05940, DB00579
DT1082,Q05940, DB00865
DT1083,Q05940, DB00988
DT1084,Q05940, DB01089
DT1085,Q05940, DB01363
DT1086,Q05940, DB01442
DT1087,Q05940, DB01454
DT1088,Q05940, DB01472
DT1089,Q05940, DB01576
DT1090,Q05940, DB01577
DT1091,Q05940, DB04821
DT1092,Q05940, DB04844
DT1093,Q05940, DB05381
DT1094,Q05940, DB06706
DT1095,Q05940, DB06714
DT1096,Q05940, DB08839
DT1097,Q05940, DB09363
DT1098,Q05940, DB12161
DT1099,O95477,DB00171
DT1100,O95477, DB01016
DT1101,O95477, DB01599
DT1102,Q49184,DB00891
DT1103,P17752,DB00360
DT1104,P17752, DB05199
DT1105,P17752, DB12095
DT1106,P9WNL7,DB00330
DT1107,P03372,DB00255
DT1108,P03372, DB00269
DT1109,P03372, DB00286
DT1110,P03372, DB00304
DT1111,P03372, DB00367
DT1112,P03372, DB00396
DT1113,P03372, DB00431
DT1114,P03372, DB00481
DT1115,P03372, DB00539
DT1116,P03372, DB00603
DT1117,P03372, DB00624
DT1118,P03372, DB00648
DT1119,P03372, DB00655
DT1120,P03372, DB00675
DT1121,P03372, DB00756
DT1122,P03372, DB00783
DT1123,P03372, DB00823
DT1124,P03372, DB00841
DT1125,P03372, DB00882
DT1126,P03372, DB00890
DT1127,P03372, DB00947
DT1128,P03372, DB00957
DT1129,P03372, DB00977
DT1130,P03372, DB01065
DT1131,P03372, DB01108
DT1132,P03372, DB01183
DT1133,P03372, DB01185
DT1134,P03372, DB01196
DT1135,P03372, DB01357
DT1136,P03372, DB01406
DT1137,P03372, DB01428
DT1138,P03372, DB01431
DT1139,P03372, DB01593
DT1140,P03372, DB01645
DT1141,P03372, DB01708
DT1142,P03372, DB01878
DT1143,P03372, DB02187
DT1144,P03372, DB02615
DT1145,P03372, DB02709
DT1146,P03372, DB02715
DT1147,P03372, DB02746
DT1148,P03372, DB02757
DT1149,P03372, DB02901
DT1150,P03372, DB03467
DT1151,P03372, DB03742
DT1152,P03372, DB03802
DT1153,P03372, DB04216
DT1154,P03372, DB04468
DT1155,P03372, DB04471
DT1156,P03372, DB04573
DT1157,P03372, DB04574
DT1158,P03372, DB04575
DT1159,P03372, DB04824
DT1160,P03372, DB04930
DT1161,P03372, DB04938
DT1162,P03372, DB05233
DT1163,P03372, DB05487
DT1164,P03372, DB05662
DT1165,P03372, DB05882
DT1166,P03372, DB05966
DT1167,P03372, DB06202
DT1168,P03372, DB06249
DT1169,P03372, DB06374
DT1170,P03372, DB06401
DT1171,P03372, DB06710
DT1172,P03372, DB06732
DT1173,P03372, DB06871
DT1174,P03372, DB06898
DT1175,P03372, DB06927
DT1176,P03372, DB07086
DT1177,P03372, DB07087
DT1178,P03372, DB07195
DT1179,P03372, DB07567
DT1180,P03372, DB07638
DT1181,P03372, DB07678
DT1182,P03372, DB07707
DT1183,P03372, DB07708
DT1184,P03372, DB07712
DT1185,P03372, DB07931
DT1186,P03372, DB07932
DT1187,P03372, DB07933
DT1188,P03372, DB07991
DT1189,P03372, DB08020
DT1190,P03372, DB08047
DT1191,P03372, DB08048
DT1192,P03372, DB08320
DT1193,P03372, DB08398
DT1194,P03372, DB08595
DT1195,P03372, DB08737
DT1196,P03372, DB08773
DT1197,P03372, DB09070
DT1198,P03372, DB09086
DT1199,P03372, DB09317
DT1200,P03372, DB09318
DT1201,P03372, DB09369
DT1202,P03372, DB09371
DT1203,P03372, DB09535
DT1204,P03372, DB11064
DT1205,P03372, DB11219
DT1206,P03372, DB11478
DT1207,P03372, DB11541
DT1208,P03372, DB11619
DT1209,P03372, DB12235
DT1210,P03372, DB12450
DT1211,P03372, DB13310
DT1212,P03372, DB13869
DT1213,P03372, DB13943
DT1214,P03372, DB13944
DT1215,P03372, DB13951
DT1216,P03372, DB13952
DT1217,P03372, DB13953
DT1218,P03372, DB13954
DT1219,P03372, DB13955
DT1220,P03372, DB13956
DT1221,P03372, DB14487
DT1222,P03372, DB14533
DT1223,P03372, DB14548
DT1224,P03372, DB14641
DT1225,P03372, DB15690
DT1226,P08192,DB02437
DT1227,P08192, DB03830
DT1228,P08700,DB01025
DT1229,P08700, DB01593
DT1230,P08700, DB09221
DT1231,P08700, DB14487
DT1232,P08700, DB14533
DT1233,P08700, DB14548
DT1234,Q04828,DB00157
DT1235,Q04828, DB00936
DT1236,Q04828, DB00945
DT1237,Q04828, DB03461
DT1238,Q04828, DB03467
DT1239,Q04828, DB04674
DT1240,Q04828, DB07768
DT1241,Q04828, DB07931
DT1242,P0A7X3,DB00453
DT1243,P0A7X3, DB00560
DT1244,P0A7X3, DB00595
DT1245,P0A7X3, DB01017
DT1246,P0A7X3, DB01301
DT1247,P31937,DB00157
DT1248,P24046,DB00431
DT1249,P24046, DB00466
DT1250,P24046, DB01567
DT1251,P24046, DB16754
DT1252,P69905,DB00893
DT1253,P69905, DB01592
DT1254,P69905, DB01593
DT1255,P69905, DB02126
DT1256,P69905, DB06154
DT1257,P69905, DB07427
DT1258,P69905, DB07428
DT1259,P69905, DB07645
DT1260,P69905, DB08077
DT1261,P69905, DB08262
DT1262,P69905, DB08486
DT1263,P69905, DB08632
DT1264,P69905, DB09112
DT1265,P69905, DB09130
DT1266,P69905, DB09147
DT1267,P69905, DB09517
DT1268,P69905, DB13257
DT1269,P69905, DB13995
DT1270,P69905, DB14487
DT1271,P69905, DB14488
DT1272,P69905, DB14489
DT1273,P69905, DB14490
DT1274,P69905, DB14491
DT1275,P69905, DB14501
DT1276,P69905, DB14533
DT1277,P69905, DB14548
DT1278,P69905, DB14975
DT1279,P69905, DB15617
DT1280,P80365,DB00157
DT1281,P80365, DB01185
DT1282,P80365, DB01569
DT1283,P80365, DB14538
DT1284,P80365, DB14539
DT1285,P80365, DB14540
DT1286,P80365, DB14541
DT1287,P80365, DB14542
DT1288,P80365, DB14543
DT1289,P80365, DB14544
DT1290,P10275,DB00255
DT1291,P10275, DB00367
DT1292,P10275, DB00396
DT1293,P10275, DB00421
DT1294,P10275, DB00499
DT1295,P10275, DB00621
DT1296,P10275, DB00623
DT1297,P10275, DB00624
DT1298,P10275, DB00648
DT1299,P10275, DB00655
DT1300,P10275, DB00665
DT1301,P10275, DB00675
DT1302,P10275, DB00717
DT1303,P10275, DB00858
DT1304,P10275, DB00957
DT1305,P10275, DB00984
DT1306,P10275, DB01026
DT1307,P10275, DB01063
DT1308,P10275, DB01128
DT1309,P10275, DB01185
DT1310,P10275, DB01395
DT1311,P10275, DB01406
DT1312,P10275, DB01420
DT1313,P10275, DB01428
DT1314,P10275, DB01481
DT1315,P10275, DB01541
DT1316,P10275, DB01564
DT1317,P10275, DB01608
DT1318,P10275, DB01708
DT1319,P10275, DB02266
DT1320,P10275, DB02901
DT1321,P10275, DB02932
DT1322,P10275, DB02998
DT1323,P10275, DB04709
DT1324,P10275, DB04839
DT1325,P10275, DB05234
DT1326,P10275, DB06133
DT1327,P10275, DB06412
DT1328,P10275, DB06710
DT1329,P10275, DB06713
DT1330,P10275, DB06718
DT1331,P10275, DB06870
DT1332,P10275, DB07039
DT1333,P10275, DB07286
DT1334,P10275, DB07419
DT1335,P10275, DB07421
DT1336,P10275, DB07422
DT1337,P10275, DB07423
DT1338,P10275, DB07454
DT1339,P10275, DB07717
DT1340,P10275, DB07769
DT1341,P10275, DB08035
DT1342,P10275, DB08087
DT1343,P10275, DB08088
DT1344,P10275, DB08089
DT1345,P10275, DB08461
DT1346,P10275, DB08604
DT1347,P10275, DB08804
DT1348,P10275, DB08867
DT1349,P10275, DB08899
DT1350,P10275, DB09086
DT1351,P10275, DB09123
DT1352,P10275, DB09371
DT1353,P10275, DB09389
DT1354,P10275, DB11064
DT1355,P10275, DB11219
DT1356,P10275, DB11425
DT1357,P10275, DB11429
DT1358,P10275, DB11447
DT1359,P10275, DB11619
DT1360,P10275, DB11901
DT1361,P10275, DB12499
DT1362,P10275, DB12941
DT1363,P10275, DB13155
DT1364,P10275, DB13934
DT1365,P10275, DB13943
DT1366,P10275, DB13944
DT1367,P10275, DB13946
DT1368,P10275, DB13951
DT1369,P10275, DB14583
DT1370,P10275, DB14639
DT1371,P10275, DB15488
DT1372,P10275, DB15647
DT1373,P05091,DB00157
DT1374,P05091, DB00536
DT1375,P05091, DB00822
DT1376,P05091, DB02115
DT1377,P05091, DB04381
DT1378,P22888,DB00014
DT1379,P22888, DB00032
DT1380,P22888, DB00044
DT1381,P22888, DB00050
DT1382,P22888, DB00097
DT1383,P22888, DB06719
DT1384,P22888, DB09126
DT1385,P49419,DB00157
DT1386,P49419, DB11638
DT1387,Q8WY07,DB00123
DT1388,Q8WY07, DB00125
DT1389,Q8WY07, DB13146
DT1390,P19404,DB00157
DT1391,P09172,DB00126
DT1392,P09172, DB00822
DT1393,P09172, DB00988
DT1394,Q9Y4W6,DB00171
DT1395,Q9UHW9,DB00761
DT1396,P35498,DB00252
DT1397,P35498, DB00909
DT1398,P35498, DB01121
DT1399,P35498, DB01438
DT1400,P35498, DB01595
DT1401,P35498, DB04930
DT1402,P35498, DB05232
DT1403,P0A3M5,DB01150
DT1404,P0A3M5, DB05659
DT1405,P07437,DB00361
DT1406,P07437, DB00541
DT1407,P07437, DB00570
DT1408,P07437, DB01179
DT1409,P07437, DB01394
DT1410,P07437, DB01873
DT1411,P07437, DB03010
DT1412,P07437, DB05147
DT1413,P07437, DB05284
DT1414,P07437, DB06042
DT1415,P07437, DB06137
DT1416,P07437, DB09130
DT1417,P07437, DB11638
DT1418,P07437, DB11641
DT1419,P07437, DB11731
DT1420,P07437, DB12334
DT1421,P07437, DB15534
DT1422,P13631,DB00210
DT1423,P13631, DB00459
DT1424,P13631, DB00523
DT1425,P13631, DB00755
DT1426,P13631, DB00799
DT1427,P13631, DB00926
DT1428,P13631, DB00982
DT1429,P13631, DB02258
DT1430,P13631, DB02466
DT1431,P13631, DB02741
DT1432,P13631, DB03279
DT1433,P13631, DB03466
DT1434,P13631, DB05467
DT1435,P13631, DB05785
DT1436,P13631, DB07031
DT1437,P13631, DB07294
DT1438,P13631, DB12808
DT1439,P21918,DB00246
DT1440,P21918, DB00248
DT1441,P21918, DB00334
DT1442,P21918, DB00408
DT1443,P21918, DB00477
DT1444,P21918, DB00589
DT1445,P21918, DB00714
DT1446,P21918, DB00800
DT1447,P21918, DB00988
DT1448,P21918, DB01038
DT1449,P21918, DB01186
DT1450,P21918, DB01200
DT1451,P21918, DB01224
DT1452,P21918, DB01235
DT1453,P21918, DB01238
DT1454,P21918, DB01403
DT1455,P21918, DB01624
DT1456,P21918, DB05271
DT1457,P21918, DB14185
DT1458,Q9H3N8,DB00321
DT1459,Q9H3N8, DB00363
DT1460,Q9H3N8, DB00408
DT1461,Q9H3N8, DB00477
DT1462,Q9H3N8, DB00543
DT1463,Q9H3N8, DB01142
DT1464,Q9H3N8, DB01238
DT1465,Q9H3N8, DB01620
DT1466,Q9H3N8, DB05032
DT1467,Q9H3N8, DB05381
DT1468,Q9H3N8, DB06148
DT1469,P36888,DB00398
DT1470,P36888, DB01268
DT1471,P36888, DB05014
DT1472,P36888, DB05465
DT1473,P36888, DB06080
DT1474,P36888, DB06469
DT1475,P36888, DB06595
DT1476,P36888, DB08901
DT1477,P36888, DB09079
DT1478,P36888, DB11697
DT1479,P36888, DB11800
DT1480,P36888, DB12010
DT1481,P36888, DB12141
DT1482,P36888, DB12267
DT1483,P36888, DB12500
DT1484,P36888, DB12742
DT1485,P36888, DB12874
DT1486,P36888, DB12978
DT1487,P36888, DB15822
DT1488,P23368,DB00157
DT1489,P23368, DB01677
DT1490,P23368, DB03499
DT1491,P23368, DB03589
DT1492,P23368, DB03680
DT1493,P07864,DB00157
DT1494,Q9Y697,DB00114
DT1495,Q9Y697, DB00151
DT1496,Q9Y697, DB00160
DT1497,P51649,DB00139
DT1498,P51649, DB00157
DT1499,P51649, DB00313
DT1500,P51649, DB00534
DT1501,O00180,DB00308
DT1502,O00180, DB00908
DT1503,O00180, DB01346
DT1504,Q9NYK1,DB00724
DT1505,Q9NYK1, DB01611
DT1506,Q9NYK1, DB04860
DT1507,Q9NYK1, DB05127
DT1508,Q9NYK1, DB05475
DT1509,Q9NYK1, DB06329
DT1510,Q9NYK1, DB06530
DT1511,Q9NYK1, DB16580
DT1512,Q99720,DB00321
DT1513,Q99720, DB00409
DT1514,Q99720, DB00502
DT1515,Q99720, DB00514
DT1516,Q99720, DB00574
DT1517,Q99720, DB00652
DT1518,Q99720, DB00704
DT1519,Q99720, DB00907
DT1520,Q99720, DB00956
DT1521,Q99720, DB01488
DT1522,Q99720, DB01708
DT1523,Q99720, DB03575
DT1524,Q99720, DB05316
DT1525,Q99720, DB06174
DT1526,Q99720, DB09014
DT1527,Q99720, DB11186
DT1528,Q9H3S4,DB00152
DT1529,Q9H3S4, DB04768
DT1530,P0A7R5,DB00698
DT1531,P50747,DB00121
DT1532,P00387,DB00157
DT1533,P00387, DB03147
DT1534,P00387, DB09130
DT1535,O43175,DB00157
DT1536,Q02218,DB00157
DT1537,Q02218, DB00313
DT1538,Q02218, DB09092
DT1539,P15692,DB00112
DT1540,P15692, DB01017
DT1541,P15692, DB01120
DT1542,P15692, DB01136
DT1543,P15692, DB01270
DT1544,P15692, DB03088
DT1545,P15692, DB04895
DT1546,P15692, DB05294
DT1547,P15692, DB05434
DT1548,P15692, DB05890
DT1549,P15692, DB05932
DT1550,P15692, DB05969
DT1551,P15692, DB06642
DT1552,P15692, DB06779
DT1553,P15692, DB08885
DT1554,P15692, DB09301
DT1555,P15692, DB10772
DT1556,P15692, DB12317
DT1557,P15692, DB14864
DT1558,P15692, DB15303
DT1559,P20132,DB00114
DT1560,P20132, DB00133
DT1561,P37288,DB00035
DT1562,P37288, DB00067
DT1563,P37288, DB00093
DT1564,P37288, DB00872
DT1565,P37288, DB02638
DT1566,P37288, DB05452
DT1567,P37288, DB06212
DT1568,P37288, DB09059
DT1569,P37288, DB13929
DT1570,P37288, DB14642
DT1571,P37288, DB16279
DT1572,P48506,DB00142
DT1573,P48506, DB00151
DT1574,P49916,DB00290
DT1575,O00483,DB00157
DT1576,Q9UJ68,DB04447
DT1577,P12532,DB00148
DT1578,P12532, DB13191
DT1579,P08588,DB00127
DT1580,P08588, DB00187
DT1581,P08588, DB00195
DT1582,P08588, DB00221
DT1583,P08588, DB00243
DT1584,P08588, DB00248
DT1585,P08588, DB00264
DT1586,P08588, DB00335
DT1587,P08588, DB00368
DT1588,P08588, DB00373
DT1589,P08588, DB00397
DT1590,P08588, DB00408
DT1591,P08588, DB00489
DT1592,P08588, DB00521
DT1593,P08588, DB00555
DT1594,P08588, DB00571
DT1595,P08588, DB00598
DT1596,P08588, DB00612
DT1597,P08588, DB00668
DT1598,P08588, DB00841
DT1599,P08588, DB00852
DT1600,P08588, DB00866
DT1601,P08588, DB00871
DT1602,P08588, DB00938
DT1603,P08588, DB00960
DT1604,P08588, DB00983
DT1605,P08588, DB01001
DT1606,P08588, DB01064
DT1607,P08588, DB01102
DT1608,P08588, DB01136
DT1609,P08588, DB01151
DT1610,P08588, DB01182
DT1611,P08588, DB01193
DT1612,P08588, DB01203
DT1613,P08588, DB01210
DT1614,P08588, DB01214
DT1615,P08588, DB01238
DT1616,P08588, DB01288
DT1617,P08588, DB01291
DT1618,P08588, DB01295
DT1619,P08588, DB01297
DT1620,P08588, DB01359
DT1621,P08588, DB01363
DT1622,P08588, DB01364
DT1623,P08588, DB01407
DT1624,P08588, DB01580
DT1625,P08588, DB01917
DT1626,P08588, DB03566
DT1627,P08588, DB04846
DT1628,P08588, DB04855
DT1629,P08588, DB04861
DT1630,P08588, DB06216
DT1631,P08588, DB06262
DT1632,P08588, DB08347
DT1633,P08588, DB08558
DT1634,P08588, DB08807
DT1635,P08588, DB08808
DT1636,P08588, DB08893
DT1637,P08588, DB09013
DT1638,P08588, DB09068
DT1639,P08588, DB09204
DT1640,P08588, DB09351
DT1641,P08588, DB11124
DT1642,P08588, DB11278
DT1643,P08588, DB13781
DT1644,O95298,DB00157
DT1645,O95298, DB01136
DT1646,O15403,DB00119
DT1647,Q02338,DB00157
DT1648,P31040,DB04141
DT1649,P31040, DB04657
DT1650,P31040, DB04795
DT1651,P31040, DB08689
DT1652,P31040, DB09270
DT1653,Q9Y5Y9,DB00281
DT1654,Q9Y5Y9, DB00296
DT1655,Q9Y5Y9, DB00297
DT1656,Q9Y5Y9, DB00473
DT1657,Q9Y5Y9, DB00527
DT1658,Q9Y5Y9, DB00645
DT1659,Q9Y5Y9, DB00721
DT1660,Q9Y5Y9, DB00807
DT1661,Q9Y5Y9, DB00892
DT1662,Q9Y5Y9, DB00961
DT1663,Q9Y5Y9, DB01002
DT1664,Q9Y5Y9, DB01086
DT1665,Q9Y5Y9, DB01173
DT1666,Q9Y5Y9, DB06218
DT1667,P36021,DB00119
DT1668,P23786,DB00583
DT1669,P23786, DB01074
DT1670,P00367,DB00142
DT1671,P00367, DB00157
DT1672,P00367, DB00756
DT1673,P00367, DB04137
DT1674,P00367, DB11081
DT1675,Q9NVS9,DB00114
DT1676,Q9NVS9, DB03247
DT1677,Q9NVS9, DB03345
DT1678,O76074,DB00203
DT1679,O76074, DB00277
DT1680,O76074, DB00820
DT1681,O76074, DB00862
DT1682,O76074, DB00975
DT1683,O76074, DB01972
DT1684,O76074, DB03597
DT1685,O76074, DB05415
DT1686,O76074, DB06237
DT1687,O76074, DB06246
DT1688,O76074, DB06267
DT1689,O76074, DB07954
DT1690,O76074, DB08729
DT1691,O76074, DB12010
DT1692,P20273,DB04958
DT1693,P20273, DB05889
DT1694,P20273, DB12688
DT1695,P56937,DB00157
DT1696,P48637,DB00143
DT1697,P48637, DB00145
DT1698,P48637, DB00151
DT1699,P48637, DB03408
DT1700,P48637, DB04395
DT1701,P48637, DB06151
DT1702,P48637, DB09130
DT1703,P9WGY7,DB01201
DT1704,P45381,DB00128
DT1705,P45381, DB01593
DT1706,P45381, DB14487
DT1707,P45381, DB14533
DT1708,P45381, DB14548
DT1709,P07814,DB00142
DT1710,P07814, DB00172
DT1711,P07814, DB02510
DT1712,P07814, DB02684
DT1713,P07814, DB03376
DT1714,Q8WTV0,DB00144
DT1715,P37088,DB00384
DT1716,P37088, DB00594
DT1717,O75489,DB00157
DT1718,Q9UI33,DB00909
DT1719,P48448,DB00157
DT1720,P48448, DB09116
DT1721,P14061,DB00157
DT1722,P14061, DB01536
DT1723,P14061, DB01561
DT1724,P14061, DB02187
DT1725,P14061, DB02323
DT1726,P14061, DB02901
DT1727,P14061, DB03461
DT1728,P14061, DB13951
DT1729,O15374,DB00119
DT1730,P03897,DB00157
DT1731,Q14524,DB00192
DT1732,Q14524, DB00252
DT1733,Q14524, DB00280
DT1734,Q14524, DB00281
DT1735,Q14524, DB00379
DT1736,Q14524, DB00473
DT1737,Q14524, DB00527
DT1738,Q14524, DB00532
DT1739,Q14524, DB00680
DT1740,Q14524, DB00740
DT1741,Q14524, DB00750
DT1742,Q14524, DB00754
DT1743,Q14524, DB00868
DT1744,Q14524, DB00908
DT1745,Q14524, DB00909
DT1746,Q14524, DB01035
DT1747,Q14524, DB01056
DT1748,Q14524, DB01182
DT1749,Q14524, DB01195
DT1750,Q14524, DB01228
DT1751,Q14524, DB01320
DT1752,Q14524, DB01346
DT1753,Q14524, DB01426
DT1754,Q14524, DB01429
DT1755,Q14524, DB04855
DT1756,Q14524, DB06217
DT1757,Q14524, DB11633
DT1758,Q15046,DB00123
DT1759,P18858,DB00290
DT1760,Q9Y619,DB00129
DT1761,Q13564,DB00171
DT1762,P30968,DB00007
DT1763,P30968, DB00014
DT1764,P30968, DB00050
DT1765,P30968, DB00106
DT1766,P30968, DB00644
DT1767,P30968, DB00666
DT1768,P30968, DB01406
DT1769,P30968, DB05624
DT1770,P30968, DB06494
DT1771,P30968, DB06699
DT1772,P30968, DB06719
DT1773,P30968, DB06785
DT1774,P30968, DB06788
DT1775,P30968, DB06825
DT1776,P30968, DB11619
DT1777,P30968, DB11853
DT1778,P30968, DB11979
DT1779,P30968, DB17083
DT1780,Q15031,DB00149
DT1781,P09619,DB00102
DT1782,P09619, DB00398
DT1783,P09619, DB00619
DT1784,P09619, DB01254
DT1785,P09619, DB01268
DT1786,P09619, DB05014
DT1787,P09619, DB05146
DT1788,P09619, DB06589
DT1789,P09619, DB06595
DT1790,P09619, DB08896
DT1791,P09619, DB09079
DT1792,P09619, DB09221
DT1793,P09619, DB09283
DT1794,P09619, DB10770
DT1795,P09619, DB11800
DT1796,P09619, DB12010
DT1797,P09619, DB12147
DT1798,P09619, DB12978
DT1799,P09619, DB14840
DT1800,P09619, DB15822
DT1801,P10826,DB00210
DT1802,P10826, DB00459
DT1803,P10826, DB00523
DT1804,P10826, DB00755
DT1805,P10826, DB00799
DT1806,P10826, DB00926
DT1807,P10826, DB02877
DT1808,P10826, DB04942
DT1809,P10826, DB05785
DT1810,P10826, DB12808
DT1811,Q09428,DB00171
DT1812,Q09428, DB00222
DT1813,Q09428, DB00672
DT1814,Q09428, DB00731
DT1815,Q09428, DB00912
DT1816,Q09428, DB01067
DT1817,Q09428, DB01120
DT1818,Q09428, DB01124
DT1819,Q09428, DB01251
DT1820,Q09428, DB01252
DT1821,Q09428, DB01382
DT1822,P21695,DB00157
DT1823,P21695, DB00331
DT1824,P08185,DB01593
DT1825,P08185, DB09130
DT1826,P08185, DB14487
DT1827,P08185, DB14533
DT1828,P08185, DB14548
DT1829,O95069,DB00204
DT1830,O95069, DB04855
DT1831,P00747,DB00009
DT1832,P00747, DB00013
DT1833,P00747, DB00015
DT1834,P00747, DB00029
DT1835,P00747, DB00031
DT1836,P00747, DB00086
DT1837,P00747, DB00302
DT1838,P00747, DB00513
DT1839,P00747, DB03709
DT1840,P00747, DB04925
DT1841,P00747, DB06692
DT1842,P00747, DB09130
DT1843,P00747, DB12831
DT1844,P30825,DB00123
DT1845,P30825, DB00125
DT1846,P30825, DB00129
DT1847,P56556,DB00157
DT1848,P16442,DB02196
DT1849,P16442, DB03435
DT1850,P16442, DB03501
DT1851,P16442, DB03772
DT1852,P16442, DB04141
DT1853,P16442, DB04678
DT1854,P16442, DB04679
DT1855,P16442, DB04680
DT1856,P16442, DB04681
DT1857,P16442, DB07341
DT1858,P16442, DB07357
DT1859,P16442, DB07378
DT1860,P16442, DB07633
DT1861,P37231,DB00132
DT1862,P37231, DB00159
DT1863,P37231, DB00197
DT1864,P37231, DB00244
DT1865,P37231, DB00313
DT1866,P37231, DB00328
DT1867,P37231, DB00412
DT1868,P37231, DB00573
DT1869,P37231, DB00731
DT1870,P37231, DB00845
DT1871,P37231, DB00912
DT1872,P37231, DB00966
DT1873,P37231, DB01014
DT1874,P37231, DB01050
DT1875,P37231, DB01067
DT1876,P37231, DB01118
DT1877,P37231, DB01132
DT1878,P37231, DB01252
DT1879,P37231, DB01393
DT1880,P37231, DB02266
DT1881,P37231, DB02709
DT1882,P37231, DB02746
DT1883,P37231, DB03600
DT1884,P37231, DB03756
DT1885,P37231, DB04224
DT1886,P37231, DB04270
DT1887,P37231, DB04689
DT1888,P37231, DB04971
DT1889,P37231, DB05187
DT1890,P37231, DB05490
DT1891,P37231, DB05854
DT1892,P37231, DB06510
DT1893,P37231, DB06521
DT1894,P37231, DB06533
DT1895,P37231, DB06536
DT1896,P37231, DB06908
DT1897,P37231, DB06926
DT1898,P37231, DB07053
DT1899,P37231, DB07111
DT1900,P37231, DB07172
DT1901,P37231, DB07208
DT1902,P37231, DB07209
DT1903,P37231, DB07302
DT1904,P37231, DB07509
DT1905,P37231, DB07675
DT1906,P37231, DB07723
DT1907,P37231, DB07724
DT1908,P37231, DB07842
DT1909,P37231, DB07863
DT1910,P37231, DB08121
DT1911,P37231, DB08302
DT1912,P37231, DB08402
DT1913,P37231, DB08435
DT1914,P37231, DB08560
DT1915,P37231, DB08604
DT1916,P37231, DB08760
DT1917,P37231, DB08915
DT1918,P37231, DB09006
DT1919,P37231, DB09061
DT1920,P37231, DB09198
DT1921,P37231, DB09201
DT1922,P37231, DB09213
DT1923,P37231, DB11133
DT1924,P37231, DB11672
DT1925,P37231, DB11811
DT1926,P37231, DB12007
DT1927,P37231, DB12662
DT1928,P37231, DB13873
DT1929,P37231, DB13961
DT1930,P37231, DB14009
DT1931,P37231, DB14011
DT1932,P37231, DB14034
DT1933,P37231, DB14635
DT1934,P00742,DB00025
DT1935,P00742, DB00036
DT1936,P00742, DB00100
DT1937,P00742, DB00569
DT1938,P00742, DB01109
DT1939,P00742, DB01225
DT1940,P00742, DB03847
DT1941,P00742, DB04673
DT1942,P00742, DB05362
DT1943,P00742, DB05713
DT1944,P00742, DB06228
DT1945,P00742, DB06245
DT1946,P00742, DB06406
DT1947,P00742, DB06552
DT1948,P00742, DB06605
DT1949,P00742, DB06635
DT1950,P00742, DB06920
DT1951,P00742, DB07211
DT1952,P00742, DB07261
DT1953,P00742, DB07277
DT1954,P00742, DB07278
DT1955,P00742, DB07605
DT1956,P00742, DB07629
DT1957,P00742, DB07630
DT1958,P00742, DB07800
DT1959,P00742, DB07804
DT1960,P00742, DB07843
DT1961,P00742, DB07844
DT1962,P00742, DB07847
DT1963,P00742, DB07848
DT1964,P00742, DB07872
DT1965,P00742, DB07875
DT1966,P00742, DB07973
DT1967,P00742, DB07974
DT1968,P00742, DB08143
DT1969,P00742, DB08173
DT1970,P00742, DB08174
DT1971,P00742, DB08426
DT1972,P00742, DB08487
DT1973,P00742, DB08488
DT1974,P00742, DB08495
DT1975,P00742, DB08745
DT1976,P00742, DB08746
DT1977,P00742, DB09075
DT1978,P00742, DB09109
DT1979,P00742, DB09141
DT1980,P00742, DB09258
DT1981,P00742, DB09332
DT1982,P00742, DB11166
DT1983,P00742, DB12364
DT1984,P00742, DB12598
DT1985,P00742, DB13149
DT1986,P00742, DB13150
DT1987,P00742, DB13151
DT1988,P00742, DB13152
DT1989,P00742, DB13192
DT1990,P00742, DB13884
DT1991,P00742, DB13923
DT1992,P00742, DB13933
DT1993,P00742, DB13998
DT1994,P00742, DB13999
DT1995,P00742, DB14738
DT1996,Q9UBS5,DB00181
DT1997,Q9UBS5, DB00659
DT1998,Q9UBS5, DB00837
DT1999,Q9UBS5, DB01956
DT2000,Q9UBS5, DB02530
DT2001,Q9UBS5, DB05010
DT2002,Q9UBS5, DB06354
DT2003,Q9UBS5, DB08891
DT2004,Q9UBS5, DB08892
DT2005,Q9UBS5, DB12098
DT2006,P98194,DB00228
DT2007,P98194, DB00753
DT2008,P98194, DB01028
DT2009,P98194, DB01373
DT2010,P08243,DB00128
